plant_id,ghgrp_id,plant_name,lat,lon,address,owner,state,plant_age_years,municipality,category_steel_product,steel_products,subregion,subregion_name,region,co2e_tonnes_per_mwh,estimated_emissions_intensity_tonne_per_tonne_scope2,max_tonnes_of_steel_producible_annually,max_tonnes_of_steel_producible_weekly,2021-01-30,2021-02-06,2021-02-13,2021-02-20,2021-02-27,2021-03-06,2021-03-13,2021-03-20,2021-03-27,2021-04-03,2021-04-10,2021-04-17,2021-04-24,2021-05-01,2021-05-08,2021-05-15,2021-05-22,2021-05-29,2021-06-05,2021-06-12,2021-06-19,2021-06-26,2021-07-03,2021-07-10,2021-07-17,2021-07-24,2021-07-31,2021-08-07,2021-08-14,2021-08-21,2021-08-28,2021-09-04,2021-09-11,2021-09-18,2021-09-25,2021-10-02,2021-10-09,2021-10-16,2021-10-23,2021-10-30,2021-11-06,2021-11-13,2021-11-20,2021-11-27,2021-12-04,2021-12-11,2021-12-18,2021-12-25,2022-01-01
SUS00035,NA,Nucor Steel Seattle plant,47.569597, -122.367395,"2424 SW Andover Street, Seattle, Washington 98106, United States",Nucor Steel Seattle Inc,Washington,119.0,Seattle,finished rolled,bar,NWPP,WECC Northwest,Western,0.694,0.493,855000,16442.308,NA,6404.891,6961.838,6683.365,6869.014,6497.716,5847.944,5662.295,7054.663,6590.54,6404.891,6776.189,6590.54,6590.54,7054.663,7240.312,7425.961,6869.014,6961.838,6869.014,7147.487,6776.189,7054.663,7054.663,7333.136,6961.838,6869.014,6961.838,6776.189,7054.663,6869.014,6961.838,7425.961,7054.663,6497.716,7054.663,7425.961,7518.785,7054.663,7333.136,7240.312,6961.838,7147.487,6961.838,7054.663,7240.312,6869.014,6497.716,6404.891
SUS00037,NA,Outokumpu Stainless USA steel plant,31.148179, -87.988660,"1 Steel Dr., Calvert, Alabama, 36513-1300, United States",Outokumpu Stainless Usa LLC,Alabama,16.0,Calvert,crude; semi-finished; finished rolled,"stainless, hot-rolled coil, cold-rolled coil, sheet",SRSO,SERC South,Southern,0.542,0.385,1000000,19230.769,NA,6480.686,6636.296,6407.458,6544.761,6773.598,6727.831,6627.142,6517.3,6791.905,6773.598,6837.673,6810.212,6920.055,6892.594,7020.743,6974.976,7258.734,7203.813,7267.888,7167.199,7185.506,7066.511,7359.423,7350.27,7341.116,7460.112,7341.116,7313.656,7460.112,7423.498,7057.357,7194.66,7103.125,7194.66,7084.818,7029.897,7212.967,7158.046,7148.892,7103.125,7158.046,7203.813,7029.897,6846.826,6810.212,6819.366,6572.221,6471.532
SUS00038,NA,Republic Steel Canton plant,40.804114, -81.334002,"3707 Georgetown St. N.E., Canton, Ohio 44704-2625, United States",Republic Steel,Ohio,137.0,Canton,semi-finished; finished rolled,"hot-rolled bars, hot-rolled coils, cold finished bars, ingots, rod, wire",RFCW,RFC West,North East,0.735,0.522,1092000,21000,NA,7258.079,7653.077,7554.328,7653.077,7751.826,7603.702,8097.449,8196.199,7850.576,7603.702,8097.449,8196.199,7899.95,7406.203,7455.578,7208.705,7258.079,6863.082,7060.581,7455.578,6714.958,7109.955,6863.082,7208.705,7356.829,7702.452,7801.201,7751.826,7356.829,7504.953,8739.32,8591.196,8689.945,8492.447,8739.32,8936.819,8838.069,8689.945,8788.695,8689.945,8739.32,8640.571,8393.697,8097.449,8344.323,8196.199,8887.444,9035.568
SUS00040,NA,Steel Dynamics Butler plant,41.370640, -84.917454,"4500 County Road 59, Butler, Indiana 46721, United States",Steel Dynamics Inc,Indiana,27.0,Butler,semi-finished; finished rolled,sheet,RFCW,RFC West,Great Lakes,0.735,0.522,3000000,57692.308,NA,21208.731,21208.731,22554.193,22093.904,21562.8,22200.124,21952.276,21846.056,21598.207,22058.497,21350.359,21633.614,21810.649,21775.242,21810.649,21987.683,22483.38,22872.856,22200.124,22447.973,22837.449,22943.669,22731.228,22377.159,22731.228,22377.159,22695.821,22589.6,22518.787,22589.6,23014.483,22589.6,22695.821,23014.483,22979.076,22589.6,22625.007,22483.38,21881.462,21669.021,21916.869,21846.056,22129.311,21881.462,21987.683,21916.869,22518.787,22270.938
SUS00041,NA,Steel Dynamics Columbia City plant,41.121613, -85.348602,"2601 County Road 700 East, Columbia City, Indiana 46725, United States",Steel Dynamics Inc,Indiana,21.0,Columbia City,finished rolled,"structurals, rail",RFCW,RFC West,Great Lakes,0.735,0.522,2000000,38461.538,NA,14139.154,14139.154,15036.129,14729.269,14375.2,14800.083,14634.851,14564.037,14398.805,14705.665,14233.573,14422.409,14540.432,14516.828,14540.432,14658.455,14988.92,15248.57,14800.083,14965.315,15224.966,15295.78,15154.152,14918.106,15154.152,14918.106,15130.547,15059.734,15012.524,15059.734,15342.989,15059.734,15130.547,15342.989,15319.384,15059.734,15083.338,14988.92,14587.642,14446.014,14611.246,14564.037,14752.874,14587.642,14658.455,14611.246,15012.524,14847.292
SUS00042,1004616,Steel Dynamics Columbus plant,33.447580, -88.572683,"1945 Airport Road / P.O. Box 1467, Columbus, Mississippi 39701, United States",Steel Dynamics Inc,Mississippi,16.0,Columbus,semi-finished; finished rolled,"structurals, rail",SRTV,SERC Tennessee Valley,Southern,0.725,0.515,3400000,65384.615,NA,29440.559,30147.465,29107.897,29731.638,30771.206,30563.292,30105.883,29606.89,30854.371,30771.206,31062.285,30937.537,31436.529,31311.781,31893.939,31686.026,32975.09,32725.593,33016.672,32559.262,32642.428,32101.853,33432.499,33390.917,33349.334,33889.909,33349.334,33224.586,33889.909,33723.578,32060.27,32684.011,32268.183,32684.011,32185.018,31935.522,32767.176,32517.68,32476.097,32268.183,32517.68,32725.593,31935.522,31103.868,30937.537,30979.119,29856.386,29398.976
SUS00044,NA,Leggett & Platt Sterling Steel plant,41.785971, -89.710947,"101, Ave K, Sterling, Illinois 61081, United States",Sterling Steel Co LLC,Illinois,20.0,Sterling,semi-finished; finished rolled,"billet, rod",RFCW,RFC West,Midwest,0.735,0.522,1698000,32653.846,NA,9861.456,10240.743,9915.64,9807.272,9698.905,9861.456,9969.824,10240.743,9969.824,9482.169,9915.64,10240.743,10024.008,9753.088,10132.375,9969.824,10132.375,10457.478,10620.03,10511.662,10620.03,10945.133,10349.111,10782.581,10836.765,10782.581,10620.03,10945.133,10890.949,10728.397,10457.478,11053.5,11107.684,10945.133,10620.03,10349.111,10565.846,10890.949,11053.5,10782.581,10999.316,11107.684,10782.581,10890.949,11161.868,10890.949,10728.397,10674.213
SUS00045,NA,Timken Faircrest steel plant,40.755388, -81.439369,"4511 Faircrest St. SW, Canton, Ohio 44706, United States",TimkenSteel Corp,Ohio,106.0,Canton,semi-finished; finished rolled,"steel bar, billet, tubing, gears",RFCW,RFC West,North East,0.735,0.522,1200000,23076.923,NA,7975.911,8409.975,8301.459,8409.975,8518.49,8355.717,8898.296,9006.812,8627.006,8355.717,8898.296,9006.812,8681.264,8138.685,8192.943,7921.654,7975.911,7541.848,7758.88,8192.943,7379.075,7813.138,7541.848,7921.654,8084.427,8464.233,8572.748,8518.49,8084.427,8247.201,9603.648,9440.875,9549.391,9332.359,9603.648,9820.68,9712.164,9549.391,9657.906,9549.391,9603.648,9495.133,9223.843,8898.296,9169.585,9006.812,9766.422,9929.196
SUS00048,NA,U.S. Steel Fairfield plant,33.480697, -86.937854,"5700 Valley Road, Fairfield, Alabama 35064, United States",United States Steel Corp,Alabama,3.0,Fairfield,semi-finished; finished rolled,"pipe, flat-rolled products, tubular products",SRSO,SERC South,Southern,0.542,0.385,1600000,30769.231,NA,10369.098,10618.073,10251.933,10471.617,10837.757,10764.529,10603.427,10427.68,10867.049,10837.757,10940.277,10896.34,11072.087,11028.15,11233.189,11159.961,11613.975,11526.101,11628.621,11467.519,11496.81,11306.417,11775.077,11760.431,11745.786,11936.179,11745.786,11701.849,11936.179,11877.596,11291.772,11511.456,11365,11511.456,11335.708,11247.835,11540.747,11452.873,11438.228,11365,11452.873,11526.101,11247.835,10954.922,10896.34,10910.985,10515.554,10354.452
SUS00054,NA,Cleveland-Cliffs Mansfield Works,40.790123, -82.526239,"913 Bowman Street, Mansfield, OH 44903",Cleveland-Cliffs Inc,Ohio,99.0,Mansfield,semi-finished; finished rolled,"Semi-finished hot bands, high chrome ferritic, martensitic stainless steels",RFCW,RFC West,Midwest,0.735,0.522,600000,11538.462,NA,3484.613,3618.637,3503.76,3465.467,3427.175,3484.613,3522.906,3618.637,3522.906,3350.59,3503.76,3618.637,3542.052,3446.321,3580.345,3522.906,3580.345,3695.222,3752.661,3714.368,3752.661,3867.538,3656.93,3810.099,3829.246,3810.099,3752.661,3867.538,3848.392,3790.953,3695.222,3905.83,3924.977,3867.538,3752.661,3656.93,3733.514,3848.392,3905.83,3810.099,3886.684,3924.977,3810.099,3848.392,3944.123,3848.392,3790.953,3771.807
SUS00055,NA,Steel Dynamics Roanoke steel plant,37.272927, -79.998828,"102 Westside Blvd, Roanoke, VA 24017",Steel Dynamics Inc,Virginia,68.0,Roanoke,crude,merchant bars,RFCW,RFC West,Southern,0.735,0.522,660000,12692.308,NA,5798.32,5937.545,5732.802,5855.648,6060.391,6019.442,5929.356,5831.079,6076.77,6060.391,6117.719,6093.15,6191.427,6166.857,6281.513,6240.565,6494.446,6445.308,6502.636,6412.549,6428.928,6322.462,6584.533,6576.343,6568.154,6674.62,6568.154,6543.584,6674.62,6641.861,6314.272,6437.118,6355.221,6437.118,6338.841,6289.703,6453.497,6404.359,6396.169,6355.221,6404.359,6445.308,6289.703,6125.909,6093.15,6101.34,5880.217,5790.13
SUS00056,NA,Steel Dynamics Engineered Bar Products steel plant,39.875508, -86.484214,"8000 North County Road 225 East , Pittsboro, Indiana 46167-9094",Steel Dynamics Inc,Indiana,19.0,Pittsboro,finished rolled,finished bars; round bars; round-corner squares,RFCW,RFC West,Great Lakes,0.735,0.522,725000,13942.308,NA,5125.443,5125.443,5450.597,5339.36,5211.01,5365.03,5305.133,5279.463,5219.567,5330.803,5159.67,5228.123,5270.907,5262.35,5270.907,5313.69,5433.483,5527.607,5365.03,5424.927,5519.05,5544.72,5493.38,5407.813,5493.38,5407.813,5484.823,5459.153,5442.04,5459.153,5561.833,5459.153,5484.823,5561.833,5553.277,5459.153,5467.71,5433.483,5288.02,5236.68,5296.577,5279.463,5347.917,5288.02,5313.69,5296.577,5442.04,5382.143
SUS00057,NA,Vallourec Star Youngstown steel plant,41.125495, -80.683382,"2669 Martin Luther King Jr. Blvd, Youngstown, OH 44510-1033, USA",Vallourec Star LP,Ohio,38.0,Youngstown,finished rolled,pipes,RFCW,RFC West,North East,0.735,0.522,694000,13346.154,NA,4612.735,4863.769,4801.01,4863.769,4926.527,4832.39,5146.181,5208.939,4989.285,4832.39,5146.181,5208.939,5020.664,4706.873,4738.252,4581.356,4612.735,4361.702,4487.219,4738.252,4267.565,4518.598,4361.702,4581.356,4675.494,4895.148,4957.906,4926.527,4675.494,4769.631,5554.11,5459.973,5522.731,5397.214,5554.11,5679.627,5616.868,5522.731,5585.489,5522.731,5554.11,5491.352,5334.456,5146.181,5303.077,5208.939,5648.247,5742.385
SUS00058,1007348,Optimus Steel Beaumont plant,30.08201, -94.074694,"PO BOX 3869, Beaumont, TX 77704, United States",Optimus Steel LLC,Texas,47.0,Beaumont,semi-finished; finished rolled,wire rods; coiled rebar; billets,SRMV,SERC Mississippi Valley,Southern,0.481,0.341,700000,13461.538,NA,4020.567,4117.106,3975.137,4060.318,4202.288,4173.894,4111.427,4043.282,4213.645,4202.288,4242.039,4225.003,4293.148,4276.112,4355.614,4327.22,4503.262,4469.19,4508.941,4446.475,4457.832,4384.008,4565.729,4560.05,4554.371,4628.195,4554.371,4537.335,4628.195,4605.48,4378.329,4463.511,4406.723,4463.511,4395.366,4361.293,4474.868,4440.796,4435.117,4406.723,4440.796,4469.19,4361.293,4247.718,4225.003,4230.681,4077.355,4014.888
SUS00059,NA,NLMK Indiana steel plant,41.625912, -87.159989,"6500 S Boundary Rd, Portage, IN 46368, United States",NLMK Indiana LLC,Indiana,31.0,Portage,finished rolled,"hot rolled, hot rolled pickle & oil, high carbon & alloy hot rolled",RFCW,RFC West,Great Lakes,0.735,0.522,770000,14807.692,NA,5443.574,5443.574,5788.91,5670.769,5534.452,5698.032,5634.418,5607.154,5543.54,5661.681,5479.925,5552.628,5598.066,5588.979,5598.066,5643.505,5770.734,5870.7,5698.032,5761.646,5861.612,5888.875,5834.349,5743.471,5834.349,5743.471,5825.261,5797.997,5779.822,5797.997,5907.051,5797.997,5825.261,5907.051,5897.963,5797.997,5807.085,5770.734,5616.242,5561.715,5625.33,5607.154,5679.856,5616.242,5643.505,5625.33,5779.822,5716.207
SUS00060,NA,Liberty Steel & Wire Peoria plant,41.513249, -87.621438,"7000 S W Adams St. Peoria, IL 61641, United States",Liberty Steel,Illinois,25.0,Peoria,semi-finished; finished rolled,"billet, industrial wire, welded wire reinforcement mesh, PC strand, industrial wire, wire rod, agricultural fence products, bar products billet (melting)",RFCW,RFC West,Midwest,0.735,0.522,725000,13942.308,NA,4210.575,4372.52,4233.71,4187.44,4141.17,4210.575,4256.845,4372.52,4256.845,4048.629,4233.71,4372.52,4279.98,4164.305,4326.25,4256.845,4326.25,4465.06,4534.465,4488.195,4534.465,4673.275,4418.79,4603.87,4627.005,4603.87,4534.465,4673.275,4650.14,4580.735,4465.06,4719.545,4742.68,4673.275,4534.465,4418.79,4511.33,4650.14,4719.545,4603.87,4696.41,4742.68,4603.87,4650.14,4765.815,4650.14,4580.735,4557.6
SUS00062,NA,Finkl Steel Chicago plant,41.724915, -87.589968,"1355 East 93rd Street, Chicago, IL 60619, United States",A Finkl & Sons Co,Illinois,12.0,Chicago,crude; semi-finished; finished rolled,mold steel; die steel; die casting; cold work; bars & custom forgings; billets & ingots,RFCW,RFC West,Great Lakes,0.735,0.522,573000,11019.231,NA,4050.868,4050.868,4307.851,4219.936,4118.495,4240.224,4192.885,4172.597,4125.258,4213.173,4077.919,4132.02,4165.834,4159.071,4165.834,4199.647,4294.326,4368.715,4240.224,4287.563,4361.953,4382.241,4341.665,4274.037,4341.665,4274.037,4334.902,4314.614,4301.088,4314.614,4395.766,4314.614,4334.902,4395.766,4389.004,4314.614,4321.376,4294.326,4179.359,4138.783,4186.122,4172.597,4226.698,4179.359,4199.647,4186.122,4301.088,4253.749
SUS00063,NA,Gerdau Cartersville steel plant,34.241226, -84.799539,"384 Old Grassdale Rd NE, Cartersville, GA 30121, United States",Gerdau Long Steel North America,Georgia,27.0,Cartersville,semi-finished; finished rolled,angles; channels; flats; unequal angles,SRSO,SERC South,Southern,0.542,0.385,908000,17461.538,NA,5884.463,6025.756,5817.972,5942.643,6150.427,6108.87,6017.445,5917.708,6167.05,6150.427,6208.607,6183.673,6283.41,6258.475,6374.835,6333.278,6590.931,6541.063,6599.242,6507.817,6524.44,6416.392,6682.356,6674.045,6665.733,6773.781,6665.733,6640.799,6773.781,6740.536,6408.08,6532.751,6449.637,6532.751,6433.014,6383.146,6549.374,6499.506,6491.194,6449.637,6499.506,6541.063,6383.146,6216.918,6183.673,6191.984,5967.577,5876.151
SUS00066,NA,Gerdau Fort Smith steel plant,35.307055, -94.372912,"5225 Planters Rd, Fort Smith, AR 72916, United States",Gerdau Steel North America Inc,Arkansas,39.0,Fort Smith,semi-finished; finished rolled,unknown,SRMV,SERC Mississippi Valley,Southern,0.481,0.341,550000,10576.923,NA,3159.017,3234.869,3123.322,3190.25,3301.797,3279.488,3230.407,3176.865,3310.721,3301.797,3333.031,3319.645,3373.188,3359.802,3422.268,3399.959,3538.277,3511.506,3542.739,3493.659,3502.582,3444.578,3587.358,3582.896,3578.434,3636.439,3578.434,3565.049,3636.439,3618.591,3440.116,3507.044,3462.425,3507.044,3453.502,3426.73,3515.968,3489.197,3484.735,3462.425,3489.197,3511.506,3426.73,3337.493,3319.645,3324.107,3203.636,3154.555
SUS00067,NA,Gerdau Monroe steel plant,41.894229, -83.358697,"3000 E Front St, Monroe, MI 48161, United States",Gerdau Steel North America Inc,Michigan,43.0,Monroe,semi-finished; finished rolled,unknown,RFCM,RFC Michigan,Great Lakes,0.744,0.529,771000,14826.923,NA,5518.323,5518.323,5868.4,5748.637,5610.449,5776.275,5711.787,5684.149,5619.661,5739.424,5555.173,5628.874,5674.937,5665.724,5674.937,5720.999,5849.975,5951.313,5776.275,5840.763,5942.101,5969.738,5914.463,5822.338,5914.463,5822.338,5905.251,5877.613,5859.188,5877.613,5988.164,5877.613,5905.251,5988.164,5978.951,5877.613,5886.825,5849.975,5693.362,5638.086,5702.574,5684.149,5757.85,5693.362,5720.999,5702.574,5859.188,5794.7
SUS00068,NA,Cascade Steel Rolling Mills,45.228035, -123.163599,"3200 NE Highway 99W, McMinnville, OR 97128 US",Cascade Steel Rolling Mills Inc,Oregon,55.0,McMinnville,semi-finished; finished rolled,"billets, rebar, wire rod",NWPP,WECC Northwest,Western,0.694,0.493,860000,16538.462,NA,6442.347,7002.551,6722.449,6909.184,6535.714,5882.143,5695.408,7095.918,6629.081,6442.347,6815.816,6629.081,6629.081,7095.918,7282.653,7469.388,6909.184,7002.551,6909.184,7189.286,6815.816,7095.918,7095.918,7376.02,7002.551,6909.184,7002.551,6815.816,7095.918,6909.184,7002.551,7469.388,7095.918,6535.714,7095.918,7469.388,7562.755,7095.918,7376.02,7282.653,7002.551,7189.286,7002.551,7095.918,7282.653,6909.184,6535.714,6442.347
SUS00069,NA,Charter Steel Saukville plant,43.400533, -87.94820,"1658 Cold Springs Road, Saukville, WI 53080, United States",Charter Manufacturing Company Inc,Wisconsin,32.0,Saukville,semi-finished; finished rolled,special bar quality; rod; wire; billets,RFCW,RFC West,Great Lakes,0.735,0.522,550000,10576.923,NA,3888.267,3888.267,4134.935,4050.549,3953.18,4070.023,4024.584,4005.11,3959.671,4044.058,3914.232,3966.163,3998.619,3992.128,3998.619,4031.075,4121.953,4193.357,4070.023,4115.462,4186.866,4206.339,4167.392,4102.479,4167.392,4102.479,4160.901,4141.427,4128.444,4141.427,4219.322,4141.427,4160.901,4219.322,4212.831,4141.427,4147.918,4121.953,4011.601,3972.654,4018.093,4005.11,4057.04,4011.601,4031.075,4018.093,4128.444,4083.005
SUS00070,NA,Charter Steel Cleveland plant,41.443147, -81.659911,"4300 East 49th Street, Cuyahoga Heights, OH 44125, United States",Charter Manufacturing Company Inc,Ohio,17.0,Cuyahoga Heights,semi-finished; finished rolled,special bar quality; rod; wire; billets,RFCW,RFC West,Great Lakes,0.735,0.522,635000,12211.538,NA,4489.181,4489.181,4773.971,4676.543,4564.126,4699.026,4646.565,4624.082,4571.621,4669.049,4519.159,4579.115,4616.587,4609.093,4616.587,4654.06,4758.982,4841.421,4699.026,4751.488,4833.927,4856.41,4811.443,4736.499,4811.443,4736.499,4803.949,4781.465,4766.476,4781.465,4871.399,4781.465,4803.949,4871.399,4863.904,4781.465,4788.96,4758.982,4631.576,4586.609,4639.071,4624.082,4684.037,4631.576,4654.06,4639.071,4766.476,4714.015
SUS00073,NA,CMC Steel Florida plant,30.282907, -81.978735,"16770 Rebar Road, Jacksonville, FL 32234, United States",Commercial Metals Co,Florida,17.0,Jacksonville,finished rolled,rebar; wire rod,FRCC,FRCC All,Southern,0.449,0.319,949000,18250,NA,5094.403,5216.727,5036.839,5144.772,5324.659,5288.681,5209.531,5123.185,5339.05,5324.659,5375.027,5353.441,5439.787,5418.2,5518.937,5482.96,5706.02,5662.847,5713.215,5634.065,5648.456,5554.914,5785.17,5777.974,5770.779,5864.32,5770.779,5749.192,5864.32,5835.538,5547.719,5655.651,5583.696,5655.651,5569.305,5526.132,5670.042,5626.869,5619.674,5583.696,5626.869,5662.847,5526.132,5382.223,5353.441,5360.636,5166.358,5087.208
SUS00074,NA,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,0.505,0.358,653000,12557.692,NA,2977.887,3139.949,3099.433,3139.949,3180.464,3119.691,3322.269,3362.784,3220.98,3119.691,3322.269,3362.784,3241.238,3038.66,3058.918,2957.629,2977.887,2815.825,2896.856,3058.918,2755.052,2917.114,2815.825,2957.629,3018.403,3160.207,3200.722,3180.464,3018.403,3079.176,3585.619,3524.846,3565.361,3484.33,3585.619,3666.65,3626.135,3565.361,3605.877,3565.361,3585.619,3545.104,3443.815,3322.269,3423.557,3362.784,3646.392,3707.166
SUS00075,NA,CMC Alabama steel plant,33.534372, -86.75773,"101 South 50th St., Birmingham, AL 35212, United States",Commercial Metals Co,Alabama,29.0,Birmingham,finished rolled,equal angles; unequal angles; flats; channels,SRSO,SERC South,Southern,0.542,0.385,653000,12557.692,NA,4231.888,4333.501,4184.07,4273.729,4423.16,4393.274,4327.524,4255.797,4435.114,4423.16,4465,4447.069,4518.796,4500.864,4584.545,4554.659,4739.954,4704.09,4745.931,4680.181,4692.136,4614.431,4805.703,4799.726,4793.749,4871.453,4793.749,4775.817,4871.453,4847.544,4608.454,4698.113,4638.34,4698.113,4626.386,4590.523,4710.067,4674.204,4668.227,4638.34,4674.204,4704.09,4590.523,4470.978,4447.069,4453.046,4291.66,4225.911
SUS00076,NA,CMC South Carolina steel plant,33.962272, -81.052011,"310 New State Rd., Cayce, SC 29033, United States",Commercial Metals Co,South Carolina,31.0,Cayce,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds; squares,SRVC,SERC Virginia/Carolina,Southern,0.538,0.382,776000,14923.077,NA,4990.844,5110.681,4934.451,5040.189,5216.419,5181.173,5103.632,5019.041,5230.518,5216.419,5265.764,5244.616,5329.207,5308.059,5406.748,5371.502,5590.028,5547.732,5597.077,5519.535,5533.634,5441.994,5667.569,5660.52,5653.471,5745.11,5653.471,5632.323,5745.11,5716.914,5434.945,5540.683,5470.191,5540.683,5456.093,5413.797,5554.782,5512.486,5505.437,5470.191,5512.486,5547.732,5413.797,5272.813,5244.616,5251.665,5061.337,4983.795
SUS00077,NA,CMC Tennessee steel plant,35.978104, -83.956572,"1919 Tennessee Avenue, Knoxville, TN 37921, United States",Commercial Metals Co,Tennessee,23.0,Knoxville,finished rolled,rebar,SRTV,SERC Tennessee Valley,Southern,0.725,0.515,544000,10461.538,NA,4710.489,4823.594,4657.264,4757.062,4923.393,4890.127,4816.941,4737.102,4936.699,4923.393,4969.966,4950.006,5029.845,5009.885,5103.03,5069.764,5276.014,5236.095,5282.668,5209.482,5222.788,5136.296,5349.2,5342.547,5335.893,5422.385,5335.893,5315.934,5422.385,5395.773,5129.643,5229.442,5162.909,5229.442,5149.603,5109.683,5242.748,5202.829,5196.176,5162.909,5202.829,5236.095,5109.683,4976.619,4950.006,4956.659,4777.022,4703.836
SUS00078,NA,CMC Arizona steel plant,33.285828, -111.586561,"11444 East Germann Rd., Mesa, AZ 85212, United States",Commercial Metals Co,Arizona,14.0,Mesa,finished rolled,rebar,AZNM,WECC Southwest,Western,0.591,0.42,354000,6807.692,NA,2258.251,2454.621,2356.436,2421.893,2290.979,2061.882,1996.425,2487.349,2323.708,2258.251,2389.164,2323.708,2323.708,2487.349,2552.806,2618.262,2421.893,2454.621,2421.893,2520.077,2389.164,2487.349,2487.349,2585.534,2454.621,2421.893,2454.621,2389.164,2487.349,2421.893,2454.621,2618.262,2487.349,2290.979,2487.349,2618.262,2650.991,2487.349,2585.534,2552.806,2454.621,2520.077,2454.621,2487.349,2552.806,2421.893,2290.979,2258.251
SUS00082,NA,Alton Steel plant,38.884465, -90.14579,"#5 Cut St, Alton, IL 62002 United States",Alton Steel Inc,Illinois,20.0,Alton,finished rolled,SBQ; coil; MBQ; RCS,SRMW,SERC Midwest,Midwest,0.893,0.634,680388.75,13084.399,NA,4800.125,4984.745,4826.499,4773.75,4721.002,4800.125,4852.873,4984.745,4852.873,4615.505,4826.499,4984.745,4879.248,4747.376,4931.996,4852.873,4931.996,5090.242,5169.365,5116.616,5169.365,5327.611,5037.494,5248.488,5274.862,5248.488,5169.365,5327.611,5301.237,5222.114,5090.242,5380.36,5406.734,5327.611,5169.365,5037.494,5142.991,5301.237,5380.36,5248.488,5353.985,5406.734,5248.488,5301.237,5433.108,5301.237,5222.114,5195.739
